
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
78:8A:20:2D:27:AB, 2021-05-09 13:05:30, 2021-05-09 13:10:19, 11, 195, WPA2, CCMP, PSK, -84,       23,      292,   0.  0.  0.  0,  11, PHYcareline, 
F4:92:BF:AA:40:A1, 2021-05-09 13:05:25, 2021-05-09 13:08:27,  9, 130, WPA2, CCMP, PSK, -88,        9,       10,   0.  0.  0.  0,  11, PHYcareline, 
F4:92:BF:AA:3C:81, 2021-05-09 13:05:25, 2021-05-09 13:10:21, 11, 130, WPA2, CCMP, PSK, -69,       41,      496,   0.  0.  0.  0,  11, PHYcareline, 
F4:92:BF:AA:4B:35, 2021-05-09 13:05:29, 2021-05-09 13:10:17,  5, 130, WPA2, CCMP, PSK, -70,       49,      148,   0.  0.  0.  0,  11, PHYcareline, 
18:E8:29:91:AB:60, 2021-05-09 13:05:21, 2021-05-09 13:10:21, 11, 195, WPA2, CCMP, PSK, -64,       47,     3009,   0.  0.  0.  0,  11, PHYcareline, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
CE:C5:CA:53:DA:69, 2021-05-09 13:08:30, 2021-05-09 13:08:30,  -1,        2, F4:92:BF:AA:4B:35,
76:E8:08:F4:3E:5D, 2021-05-09 13:08:47, 2021-05-09 13:08:47, -92,        2, F6:92:BF:9A:41:2D,
36:52:19:5A:45:FA, 2021-05-09 13:08:33, 2021-05-09 13:08:56, -87,        4, (not associated) ,
46:DB:71:14:82:AC, 2021-05-09 13:08:56, 2021-05-09 13:08:56, -85,        6, (not associated) ,
94:87:E0:7A:76:D3, 2021-05-09 13:07:33, 2021-05-09 13:08:55, -79,        2, 18:E8:29:91:AB:60,
6A:CE:8F:D0:29:33, 2021-05-09 13:08:54, 2021-05-09 13:08:55, -70,        4, (not associated) ,
20:47:DA:39:1F:EF, 2021-05-09 13:07:34, 2021-05-09 13:09:06, -71,        4, B6:77:BD:B5:93:F2,
08:7F:98:C4:23:AB, 2021-05-09 13:05:30, 2021-05-09 13:09:33, -92,     1673, 18:E8:29:91:AB:60,
92:48:EE:66:57:7F, 2021-05-09 13:09:24, 2021-05-09 13:09:24, -92,        2, (not associated) ,
9C:30:5B:F1:C1:D7, 2021-05-09 13:09:02, 2021-05-09 13:09:57, -90,        2, (not associated) ,
6E:7C:EB:5A:A8:CC, 2021-05-09 13:09:47, 2021-05-09 13:10:02, -90,       15, F4:92:BF:AA:4B:35,PHYcareline
A4:D9:90:C4:22:E7, 2021-05-09 13:05:59, 2021-05-09 13:10:15, -90,       68, F4:92:BF:AA:4B:35,
70:5E:55:2A:E0:95, 2021-05-09 13:09:02, 2021-05-09 13:09:33, -87,        4, 18:E8:29:91:AB:60,
2C:5D:34:EF:35:B5, 2021-05-09 13:09:00, 2021-05-09 13:10:19, -87,       25, 18:E8:29:91:AB:60,
7E:45:81:14:7B:1B, 2021-05-09 13:10:01, 2021-05-09 13:10:01, -86,        2, 1A:E8:29:91:AB:60,
C0:87:EB:D6:99:BF, 2021-05-09 13:09:31, 2021-05-09 13:10:17, -86,       31, F4:92:BF:AA:4B:35,android
1A:59:88:E5:E8:6D, 2021-05-09 13:06:48, 2021-05-09 13:10:14, -86,       12, 18:E8:29:91:AB:60,
AA:27:55:79:DA:D2, 2021-05-09 13:06:00, 2021-05-09 13:09:49, -85,       18, F4:92:BF:AA:3C:81,
60:45:CB:75:B5:FE, 2021-05-09 13:09:33, 2021-05-09 13:10:18, -84,      233, 18:E8:29:91:AB:60,
C6:FE:5B:C5:45:A7, 2021-05-09 13:09:31, 2021-05-09 13:09:31, -83,        1, (not associated) ,
F6:7E:BE:01:26:23, 2021-05-09 13:06:33, 2021-05-09 13:10:18, -84,        5, 18:E8:29:91:AB:60,
68:BF:C4:01:C2:3C, 2021-05-09 13:05:21, 2021-05-09 13:10:20, -60,       84, F6:92:BF:9A:4B:35,PHYcoordinator
38:A4:ED:66:F4:53, 2021-05-09 13:06:22, 2021-05-09 13:10:16, -79,       31, 18:E8:29:91:AB:60,MFA2,BUSTAMIN ADICOMPTER,Garaga
2C:D0:66:15:8C:46, 2021-05-09 13:05:21, 2021-05-09 13:10:21, -75,       46, F4:92:BF:AA:3C:81,
96:E7:2E:54:AA:5A, 2021-05-09 13:06:58, 2021-05-09 13:10:16, -78,       29, 1A:E8:29:91:AB:60,
DA:A1:19:8B:AB:EF, 2021-05-09 13:10:05, 2021-05-09 13:10:05, -78,        7, (not associated) ,
F8:32:E4:7A:17:8A, 2021-05-09 13:06:06, 2021-05-09 13:10:01, -77,       14, (not associated) ,JARINGAN OFF
0C:98:38:29:07:5B, 2021-05-09 13:05:30, 2021-05-09 13:09:48, -77,      192, 18:E8:29:91:AB:60,
7C:2A:DB:BA:10:04, 2021-05-09 13:05:30, 2021-05-09 13:09:50, -77,       38, 18:E8:29:91:AB:60,
C2:EE:8B:3E:8A:4F, 2021-05-09 13:09:35, 2021-05-09 13:10:18, -77,        4, 18:E8:29:91:AB:60,
3C:B6:B7:27:4D:51, 2021-05-09 13:09:37, 2021-05-09 13:09:37, -76,        1, (not associated) ,
EA:82:A4:70:B4:4A, 2021-05-09 13:05:43, 2021-05-09 13:10:21, -74,       49, 18:E8:29:91:AB:60,
4E:CD:DB:F0:0B:B2, 2021-05-09 13:05:25, 2021-05-09 13:10:01, -73,       43, F4:92:BF:AA:3C:81,
FA:24:2A:FA:F9:B4, 2021-05-09 13:05:47, 2021-05-09 13:09:50, -73,       49, 18:E8:29:91:AB:60,
1A:CD:C8:15:19:54, 2021-05-09 13:09:31, 2021-05-09 13:09:33, -72,        4, (not associated) ,
58:7A:6A:7A:D0:9B, 2021-05-09 13:05:30, 2021-05-09 13:10:17, -69,      307, F4:92:BF:AA:4B:35,OPPO_CPH1911_co_aprolo,OPPO_CPH1911_co_apiuvj,OPPO_CPH1911_co_apbhxb,PHYcareline
94:87:E0:56:52:B0, 2021-05-09 13:05:49, 2021-05-09 13:09:51, -64,        7, B6:77:BD:B5:93:F2,
0C:98:38:65:F4:17, 2021-05-09 13:07:00, 2021-05-09 13:10:19, -56,      250, 18:E8:29:91:AB:60,
D0:9C:7A:05:4A:58, 2021-05-09 13:09:29, 2021-05-09 13:09:50, -53,        6, (not associated) ,PHYcareline,Mandiri 123
40:B0:76:67:4E:78, 2021-05-09 13:05:30, 2021-05-09 13:10:16, -47,       74, 18:E8:29:91:AB:60,maju0987,PHYcareline
C2:AC:A3:6C:35:0E, 2021-05-09 13:08:24, 2021-05-09 13:10:16, -44,       32, F4:92:BF:AA:3C:81,
D0:C5:D3:D7:95:3D, 2021-05-09 13:06:00, 2021-05-09 13:10:18,  -1,      110, 18:E8:29:91:AB:60,
20:5E:F7:38:3F:72, 2021-05-09 13:06:59, 2021-05-09 13:09:32,  -1,       13, F4:92:BF:AA:4B:35,

